,team_member_id,department,years_employeed,employee_level,team_leader,access_level
20659,20659,N/A,7,specialist,0,level_2
3292,3292,Operation Research,3,,0,N/A
15120,15120,N/A,5,associate,0,level_3
14870,14870,Product Management,0,junior,1,level_5
10326,10326,IT,6,specialist,0,level_5
19719,19719,IT,3,junior,0,level_1
23161,23161,,3,,1,
1004,1004,Human Resources,5,senior,1,level_1
28535,28535,Product Management,2,junior,1,level_3
23672,23672,Operation Research,5,specialist,0,
21264,21264,IT,0,associate,0,level_2
14506,14506,Operation Research,1,,0,level_3
3940,3940,Data Science,0,N/A,0,level_5
16321,16321,IT,8,associate,0,
8176,8176,IT,8,N/A,0,level_3
29989,29989,Customer Support,7,specialist,0,level_5
3490,3490,Product Management,7,associate,1,level_2
22644,22644,Operation Research,3,specialist,0,level_5
19538,19538,N/A,0,,0,level_2
3832,3832,Operation Research,6,N/A,0,level_5
29872,29872,,5,,0,level_2
24870,24870,Data Science,8,senior,0,level_4
2222,2222,Human Resources,1,junior,0,level_5
24797,24797,N/A,-1,associate,0,level_5
16491,16491,Product Management,2,specialist,0,
26274,26274,Human Resources,8,associate,0,level_4
4861,4861,N/A,3,N/A,0,level_2
16208,16208,IT,8,junior,0,level_5
11982,11982,Customer Support,2,N/A,0,level_2
28102,28102,Data Science,0,associate,1,level_1
20336,20336,Data Science,4,specialist,1,level_3
20721,20721,Human Resources,-1,N/A,0,level_5
11784,11784,IT,5,junior,0,level_4
11708,11708,,-1,senior,1,level_4
17444,17444,IT,2,junior,0,N/A
6802,6802,IT,8,senior,0,level_5
7827,7827,N/A,7,N/A,0,level_4
698,698,Human Resources,0,N/A,0,level_3
29249,29249,Human Resources,6,associate,0,level_1
18082,18082,Operation Research,6,junior,0,
3386,3386,Customer Support,9,,0,
17926,17926,N/A,7,junior,0,level_5
28296,28296,Operation Research,5,junior,1,level_5
24157,24157,Operation Research,1,junior,0,level_4
2195,2195,Customer Support,1,N/A,1,level_1
10919,10919,Customer Support,5,junior,0,level_3
14182,14182,Human Resources,8,,0,level_3
24326,24326,Operation Research,999,junior,0,level_4
27998,27998,N/A,8,specialist,1,level_1
28049,28049,Customer Support,4,,0,level_2
8239,8239,Product Management,5,,0,level_5
18906,18906,N/A,9,associate,0,level_3
6991,6991,Product Management,7,specialist,0,level_1
2602,2602,Human Resources,1,,0,level_4
5878,5878,,3,specialist,0,level_4
27854,27854,Data Science,5,senior,0,level_2
15920,15920,Product Management,0,associate,0,
5620,5620,IT,3,associate,0,level_2
18546,18546,Human Resources,4,N/A,0,level_4
28985,28985,Human Resources,999,junior,0,level_5
25979,25979,Data Science,8,,1,level_5
2715,2715,,999,junior,1,level_2
15423,15423,N/A,5,N/A,0,level_3
12183,12183,N/A,7,,0,level_5
23570,23570,Human Resources,-1,specialist,0,level_5
20425,20425,N/A,5,junior,0,level_3
10121,10121,Operation Research,999,,0,level_3
22427,22427,Operation Research,8,senior,0,level_2
24024,24024,Product Management,3,specialist,0,level_2
5111,5111,Customer Support,4,associate,0,level_3
23130,23130,,2,senior,0,N/A
799,799,Human Resources,6,senior,0,level_2
24343,24343,Data Science,3,senior,0,level_5
22910,22910,Human Resources,5,junior,0,N/A
26230,26230,IT,3,senior,0,N/A
40,40,Product Management,3,junior,1,level_2
10677,10677,Data Science,0,senior,0,N/A
28911,28911,Data Science,9,senior,0,N/A
11731,11731,Human Resources,5,N/A,0,level_5
6772,6772,Product Management,2,N/A,1,level_3
27275,27275,Customer Support,3,N/A,0,level_4
3270,3270,Data Science,7,associate,0,level_2
18301,18301,Operation Research,6,specialist,0,
14558,14558,,2,N/A,1,level_5
7618,7618,Data Science,8,specialist,0,level_2
7547,7547,Data Science,2,,0,level_2
22730,22730,Product Management,0,specialist,0,level_1
20215,20215,,-1,specialist,0,level_2
6152,6152,Product Management,-1,N/A,0,level_5
7746,7746,IT,2,N/A,0,level_3
2285,2285,IT,3,junior,0,level_2
11048,11048,,9,specialist,0,level_3
2747,2747,Operation Research,8,N/A,0,level_4
6903,6903,Human Resources,8,senior,0,level_4
23158,23158,Operation Research,7,specialist,0,level_4
28807,28807,,6,associate,1,
21046,21046,Operation Research,8,specialist,0,level_2
11088,11088,Data Science,-1,associate,0,level_3
10955,10955,Customer Support,7,junior,0,level_3
29035,29035,Human Resources,1,N/A,0,N/A
8937,8937,Product Management,5,associate,0,
29837,29837,N/A,4,specialist,1,
21644,21644,Human Resources,2,associate,0,level_4
19101,19101,,3,junior,0,level_4
20076,20076,IT,5,,0,level_3
2606,2606,Product Management,999,specialist,0,level_3
29064,29064,Customer Support,4,,1,level_3
13089,13089,Human Resources,2,,0,level_5
23277,23277,IT,4,junior,0,level_1
8331,8331,IT,9,junior,0,level_4
22121,22121,Product Management,4,senior,1,
26559,26559,IT,0,associate,0,level_2
24426,24426,Customer Support,1,N/A,0,level_2
10547,10547,IT,1,N/A,0,N/A
16190,16190,Product Management,0,,0,level_1
25689,25689,,-1,senior,0,
16518,16518,Human Resources,6,,0,
3878,3878,IT,9,N/A,0,level_2
13913,13913,Customer Support,0,senior,0,level_5
10161,10161,Human Resources,5,senior,0,N/A
13034,13034,Customer Support,0,N/A,0,level_3
22159,22159,,4,specialist,0,
7555,7555,Operation Research,7,,0,level_5
1924,1924,,8,senior,0,level_2
6704,6704,Customer Support,2,associate,0,level_2
15189,15189,N/A,4,,0,
7667,7667,Operation Research,6,N/A,0,level_1
12404,12404,Product Management,9,associate,0,level_4
19582,19582,Data Science,5,specialist,0,level_4
15559,15559,Operation Research,0,junior,0,N/A
9245,9245,,9,,0,level_2
4696,4696,Product Management,0,specialist,0,level_2
2088,2088,N/A,3,senior,0,level_3
3105,3105,Operation Research,8,associate,1,level_3
23232,23232,Human Resources,9,junior,0,level_5
9790,9790,IT,0,senior,0,level_4
875,875,Operation Research,6,senior,0,
27640,27640,N/A,5,associate,0,level_2
4245,4245,Customer Support,1,N/A,0,N/A
16622,16622,IT,999,specialist,0,level_1
8142,8142,Human Resources,6,associate,0,level_2
13103,13103,Product Management,2,specialist,0,
16495,16495,IT,5,senior,0,level_1
2589,2589,Human Resources,8,specialist,0,N/A
29829,29829,Customer Support,-1,junior,0,level_2
17685,17685,Human Resources,9,N/A,0,level_1
29187,29187,IT,0,senior,1,level_5
23449,23449,Operation Research,8,associate,0,level_2
16355,16355,Customer Support,4,,0,level_4
16129,16129,Operation Research,4,associate,0,level_2
11728,11728,N/A,-1,senior,0,
7158,7158,Human Resources,-1,specialist,0,level_5
26707,26707,Product Management,3,N/A,0,level_1
3631,3631,Human Resources,2,N/A,0,level_3
11823,11823,Operation Research,8,specialist,0,level_4
11341,11341,N/A,7,associate,0,level_5
25362,25362,Product Management,1,,0,level_5
18817,18817,,2,associate,0,level_1
15153,15153,IT,6,junior,1,level_4
13102,13102,IT,3,,1,level_4
27392,27392,Human Resources,7,associate,1,level_5
10294,10294,Human Resources,2,associate,0,level_4
20263,20263,Data Science,3,senior,1,level_1
1660,1660,Customer Support,4,junior,1,level_3
12957,12957,IT,7,specialist,0,level_1
29241,29241,Product Management,6,associate,0,level_4
4050,4050,Human Resources,5,associate,0,N/A
4290,4290,IT,2,,0,level_5
4206,4206,Customer Support,999,,0,level_5
21141,21141,,4,associate,0,N/A
23939,23939,,7,N/A,0,level_3
27577,27577,,1,senior,0,level_5
19887,19887,IT,6,specialist,0,level_4
18966,18966,IT,6,senior,1,level_4
13835,13835,Product Management,1,N/A,1,level_4
25645,25645,Data Science,6,junior,0,level_3
21946,21946,,2,junior,0,
6974,6974,Data Science,0,junior,0,level_5
26478,26478,N/A,5,,1,level_2
10537,10537,N/A,0,junior,0,level_3
29218,29218,Human Resources,0,,0,level_1
9095,9095,Operation Research,6,associate,1,level_2
19427,19427,Operation Research,4,associate,0,level_2
22889,22889,Operation Research,9,junior,0,level_5
7100,7100,Customer Support,8,associate,0,level_5
9680,9680,Operation Research,1,associate,0,level_5
28785,28785,Product Management,3,specialist,0,level_5
24538,24538,IT,8,specialist,0,
24602,24602,IT,5,junior,0,N/A
29230,29230,,7,senior,1,
26177,26177,IT,1,senior,1,level_1
5870,5870,Product Management,3,,0,level_5
777,777,IT,4,associate,1,level_3
150,150,,2,senior,0,level_5
29078,29078,Operation Research,999,,0,level_1
13282,13282,IT,3,junior,0,level_2
17086,17086,N/A,5,junior,0,level_2
2070,2070,Customer Support,4,,0,level_3
891,891,N/A,1,associate,0,level_2
15763,15763,Customer Support,8,senior,0,level_5
12832,12832,Product Management,2,,0,level_5
12625,12625,,1,N/A,0,level_5
732,732,Data Science,4,associate,1,N/A
20856,20856,,5,junior,0,level_2
17349,17349,Data Science,1,associate,0,N/A
7036,7036,Human Resources,4,senior,0,level_1
28672,28672,Human Resources,9,N/A,0,level_4
20248,20248,N/A,8,junior,0,level_5
4313,4313,IT,3,specialist,0,level_5
25480,25480,Product Management,-1,senior,1,level_5
27495,27495,,2,,1,level_3
13701,13701,Product Management,8,junior,1,level_3
10830,10830,,-1,junior,0,
28821,28821,N/A,5,junior,1,
20534,20534,Product Management,4,,0,level_3
27149,27149,Product Management,2,,0,level_4
14487,14487,Human Resources,8,senior,1,level_4
12884,12884,Product Management,0,N/A,0,level_5
8881,8881,Customer Support,-1,N/A,0,level_3
7428,7428,Customer Support,1,specialist,0,level_1
17517,17517,Product Management,1,senior,0,level_5
21896,21896,N/A,5,,0,
16886,16886,N/A,0,specialist,0,level_5
1245,1245,Customer Support,7,,0,level_4
10505,10505,Data Science,7,senior,0,level_4
18409,18409,Product Management,1,N/A,0,level_4
16890,16890,Data Science,5,N/A,1,
17174,17174,Operation Research,5,senior,0,level_4
3601,3601,Product Management,1,senior,0,level_3
15253,15253,Product Management,999,specialist,1,N/A
19250,19250,Customer Support,3,associate,1,
13617,13617,IT,0,specialist,0,level_5
8886,8886,Product Management,3,senior,1,level_2
3710,3710,Operation Research,3,specialist,0,N/A
5098,5098,,9,specialist,0,N/A
29792,29792,Product Management,7,specialist,0,level_3
17667,17667,Product Management,3,junior,0,
19854,19854,Data Science,7,specialist,0,level_2
26851,26851,,3,junior,0,level_5
853,853,Customer Support,-1,N/A,0,N/A
24964,24964,Product Management,8,senior,0,level_5
17333,17333,Data Science,3,,0,N/A
3700,3700,Human Resources,999,associate,0,
13140,13140,,7,junior,0,level_4
13339,13339,Product Management,6,junior,0,N/A
2409,2409,Customer Support,3,junior,0,N/A
19343,19343,Data Science,8,,1,level_3
378,378,,7,specialist,0,level_3
22391,22391,Data Science,9,senior,0,level_3
4552,4552,Operation Research,7,junior,0,level_4
851,851,Customer Support,3,specialist,0,level_5
17271,17271,Operation Research,1,junior,0,level_1
9596,9596,Customer Support,6,junior,0,level_3
9555,9555,Data Science,8,senior,0,level_5
3119,3119,Product Management,4,specialist,0,level_1
8816,8816,N/A,0,associate,0,
12781,12781,Data Science,5,junior,1,N/A
6023,6023,Customer Support,6,specialist,0,level_4
16514,16514,Product Management,0,,0,level_5
3781,3781,Human Resources,9,,0,level_1
11813,11813,Operation Research,2,N/A,0,
22200,22200,Operation Research,2,,1,level_3
18648,18648,Operation Research,4,specialist,0,level_5
2976,2976,Data Science,4,junior,0,level_2
16368,16368,N/A,5,junior,0,level_3
7996,7996,Customer Support,1,senior,0,N/A
28760,28760,IT,5,senior,0,level_4
11721,11721,Product Management,0,associate,0,level_3
26763,26763,Customer Support,-1,,0,N/A
5918,5918,,6,associate,0,level_3
25232,25232,Human Resources,4,N/A,0,level_4
24683,24683,Human Resources,9,specialist,1,
21960,21960,IT,4,associate,0,level_1
14804,14804,Product Management,3,senior,0,level_2
9448,9448,Data Science,4,N/A,0,level_4
15350,15350,,2,associate,0,level_3
21472,21472,N/A,9,N/A,0,level_4
13369,13369,,8,junior,0,level_2
9947,9947,N/A,5,,0,level_1
412,412,Operation Research,3,N/A,0,level_5
1607,1607,Human Resources,3,associate,0,N/A
26605,26605,Human Resources,8,associate,0,N/A
26115,26115,Customer Support,0,N/A,0,N/A
1282,1282,IT,6,associate,0,
11135,11135,Human Resources,8,N/A,0,level_3
963,963,,999,associate,0,level_1
2683,2683,,3,senior,1,level_5
27465,27465,N/A,7,senior,0,level_5
26933,26933,N/A,5,junior,1,
21891,21891,IT,6,,0,level_2
20129,20129,Customer Support,4,senior,0,level_1
8711,8711,Human Resources,-1,senior,0,level_1
24,24,N/A,-1,junior,0,level_5
23661,23661,Product Management,3,associate,1,
27158,27158,Human Resources,1,senior,0,level_4
25755,25755,Operation Research,5,specialist,0,level_2
13792,13792,Human Resources,5,associate,0,level_5
21332,21332,Data Science,0,N/A,0,level_3
20470,20470,Product Management,3,junior,0,level_3
8563,8563,N/A,6,,0,
22178,22178,N/A,9,N/A,0,level_5
9976,9976,,5,,0,N/A
14428,14428,,9,associate,0,N/A
25399,25399,Product Management,999,N/A,0,level_5
9445,9445,Customer Support,0,junior,0,level_1
26859,26859,Human Resources,6,associate,0,level_1
6495,6495,Data Science,1,specialist,0,level_4
27505,27505,N/A,8,specialist,0,level_3
17904,17904,Human Resources,8,specialist,0,level_5
15183,15183,Product Management,0,specialist,0,level_2
28207,28207,Human Resources,5,junior,0,level_2
24394,24394,Data Science,2,specialist,0,level_1
18284,18284,Human Resources,8,,1,
24992,24992,Human Resources,2,,0,
1086,1086,N/A,0,associate,1,level_3
7992,7992,Customer Support,3,junior,0,level_3
5258,5258,Product Management,3,N/A,0,
3127,3127,Human Resources,3,,0,level_1
10304,10304,Human Resources,1,specialist,0,level_1
29852,29852,Customer Support,4,senior,0,level_4
25871,25871,Product Management,2,specialist,0,level_5
8819,8819,,9,specialist,0,level_1
16871,16871,Customer Support,4,associate,0,level_5
12671,12671,N/A,6,,1,level_5
14562,14562,Human Resources,-1,N/A,0,N/A
16806,16806,Product Management,7,specialist,0,level_1
27587,27587,Human Resources,5,specialist,0,N/A
11807,11807,IT,8,senior,0,level_3
11181,11181,Operation Research,1,junior,0,level_3
14054,14054,Operation Research,5,specialist,0,level_2
19767,19767,Customer Support,-1,senior,0,level_5
5024,5024,IT,5,senior,0,level_3
2780,2780,,6,specialist,0,level_4
2234,2234,N/A,3,senior,0,
8651,8651,Operation Research,0,junior,0,level_4
25977,25977,N/A,8,,0,level_5
9198,9198,Operation Research,8,N/A,0,level_5
24845,24845,Data Science,2,associate,0,N/A
7205,7205,Customer Support,999,senior,0,level_1
23460,23460,IT,8,associate,0,level_4
24381,24381,Human Resources,8,senior,1,level_1
13177,13177,Human Resources,1,senior,1,level_3
15909,15909,Operation Research,6,associate,0,level_4
7834,7834,N/A,1,,1,level_2
15694,15694,IT,9,junior,0,level_5
24606,24606,,5,N/A,0,level_2
29274,29274,Human Resources,0,junior,0,level_3
5031,5031,Data Science,9,specialist,1,level_5
13883,13883,Customer Support,6,,0,level_1
29354,29354,Data Science,1,junior,0,level_1
29301,29301,Operation Research,3,junior,0,N/A
1530,1530,Customer Support,-1,,0,level_4
14115,14115,N/A,999,specialist,0,level_2
1283,1283,IT,0,,1,N/A
12987,12987,Data Science,6,junior,1,
23150,23150,IT,2,specialist,0,level_2
11633,11633,Data Science,2,specialist,0,level_3
19708,19708,Product Management,7,specialist,0,level_4
4523,4523,Operation Research,9,senior,0,level_1
24479,24479,Product Management,0,N/A,0,
8461,8461,IT,5,junior,0,level_4
5253,5253,Product Management,5,senior,0,level_2
396,396,Data Science,6,junior,0,level_1
29272,29272,IT,7,senior,1,level_3
11220,11220,N/A,0,N/A,0,level_4
11914,11914,,0,senior,0,level_3
15027,15027,Data Science,5,specialist,0,level_2
7532,7532,Data Science,7,junior,0,
13745,13745,Customer Support,6,senior,0,level_1
18550,18550,Product Management,1,specialist,0,
3189,3189,N/A,1,senior,1,N/A
5082,5082,Customer Support,6,N/A,0,N/A
11030,11030,N/A,6,,0,N/A
1744,1744,,0,junior,0,N/A
9443,9443,Human Resources,7,senior,0,
16003,16003,IT,5,,0,N/A
27127,27127,N/A,0,,0,
22915,22915,Operation Research,3,specialist,0,
17540,17540,,5,specialist,0,level_4
10685,10685,,8,associate,0,level_3
26304,26304,Operation Research,7,associate,0,level_1
28914,28914,Operation Research,2,specialist,1,level_1
14902,14902,Operation Research,3,specialist,0,N/A
9167,9167,Product Management,7,associate,0,
19713,19713,Customer Support,3,junior,0,level_3
29939,29939,Product Management,3,N/A,0,level_1
25620,25620,Product Management,0,associate,0,
28565,28565,Customer Support,3,senior,1,N/A
1062,1062,Operation Research,3,specialist,1,level_2
24583,24583,,1,senior,1,level_4
19812,19812,IT,1,associate,0,
27697,27697,Data Science,5,associate,0,level_1
6837,6837,IT,9,N/A,0,level_5
14755,14755,Data Science,0,N/A,0,level_5
27570,27570,Human Resources,999,junior,0,N/A
1095,1095,Data Science,999,specialist,0,level_4
25630,25630,Data Science,8,N/A,0,level_4
12768,12768,Operation Research,0,associate,0,level_3
10405,10405,N/A,5,,0,N/A
18311,18311,Operation Research,7,,0,level_3
15251,15251,Human Resources,8,specialist,0,level_1
11442,11442,Data Science,8,specialist,0,N/A
29058,29058,Operation Research,5,senior,0,level_3
28340,28340,Operation Research,9,associate,1,level_5
1378,1378,Customer Support,5,associate,0,level_4
4062,4062,Product Management,7,,1,level_5
9852,9852,,5,junior,0,level_4
3554,3554,IT,9,specialist,0,level_4
14885,14885,Product Management,3,,0,
1714,1714,Operation Research,6,senior,0,level_2
27532,27532,Product Management,5,associate,0,level_3
20808,20808,,0,specialist,0,level_4
29521,29521,Operation Research,3,senior,0,level_1
1248,1248,Customer Support,6,specialist,0,level_5
13039,13039,Customer Support,9,specialist,0,
15292,15292,,3,junior,0,
18932,18932,Operation Research,5,senior,0,level_4
6108,6108,IT,8,junior,0,level_2
24691,24691,Customer Support,2,senior,0,N/A
18425,18425,Data Science,8,senior,0,
14575,14575,IT,7,specialist,0,level_4
27199,27199,Operation Research,999,associate,0,N/A
16245,16245,,9,specialist,0,level_3
7383,7383,N/A,-1,associate,0,level_3
19258,19258,Operation Research,2,,1,level_5
16473,16473,IT,-1,senior,0,level_1
5489,5489,Customer Support,7,senior,0,level_2
8665,8665,,2,junior,0,
1232,1232,Customer Support,7,,0,level_5
13608,13608,Human Resources,4,N/A,0,
13048,13048,,999,senior,0,
15883,15883,,6,junior,0,N/A
10878,10878,Customer Support,3,,0,
9121,9121,Human Resources,2,junior,0,N/A
9096,9096,Operation Research,7,associate,0,N/A
8926,8926,,9,senior,0,
26065,26065,IT,3,specialist,1,N/A
9794,9794,Human Resources,9,specialist,0,level_4
18070,18070,Data Science,3,N/A,1,
22447,22447,,5,,0,level_3
21737,21737,Data Science,2,N/A,0,
5940,5940,N/A,3,specialist,0,
12190,12190,,5,associate,0,level_5
22433,22433,Human Resources,4,junior,0,level_1
16037,16037,Data Science,999,senior,0,N/A
21145,21145,Customer Support,5,N/A,1,level_5
12727,12727,Operation Research,3,junior,0,level_4
29620,29620,IT,8,N/A,0,
16363,16363,Data Science,6,,0,level_2
23093,23093,N/A,4,specialist,0,N/A
11524,11524,N/A,2,associate,0,level_3
4729,4729,Customer Support,2,,0,level_4
15888,15888,,3,,0,level_4
984,984,,6,associate,0,level_4
8614,8614,,3,,0,level_2
